# Performance Monitoring Events for Intel Xeon Processor 3600, 5600 series Based on the Westmere-EP Microarchitecture - V2
# 8/16/2016 3:18:00 PM
# Copyright (c) 2007 - 2016 Intel Corporation. All rights reserved.
EventCode	UMask	EventName	BriefDescription	Counter	SampleAfterValue	MSRIndex	MSRValue	CounterMask	Invert	AnyThread	EdgeDetect	PEBS
0xB7	0x1	OFFCORE_RESPONSE.ANY_DATA.ANY_CACHE_DRAM_0	Offcore data reads satisfied by any cache or DRAM	2	100000	0x1A6	0x7F11	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE.ANY_DATA.ANY_DRAM_0	Offcore data reads satisfied by any DRAM	2	100000	0x1A6	0x6011	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE.ANY_DATA.ANY_LLC_MISS_0	Offcore data reads that missed the LLC	2	100000	0x1A6	0xF811	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE.ANY_DATA.ANY_LOCATION_0	All offcore data reads	2	100000	0x1A6	0xFF11	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE.ANY_DATA.IO_CSR_MMIO_0	Offcore data reads satisfied by the IO, CSR, MMIO unit	2	100000	0x1A6	0x8011	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE.ANY_DATA.LLC_HIT_NO_OTHER_CORE_0	Offcore data reads satisfied by the LLC and not found in a sibling core	2	100000	0x1A6	0x111	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE.ANY_DATA.LLC_HIT_OTHER_CORE_HIT_0	Offcore data reads satisfied by the LLC and HIT in a sibling core	2	100000	0x1A6	0x211	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE.ANY_DATA.LLC_HIT_OTHER_CORE_HITM_0	Offcore data reads satisfied by the LLC  and HITM in a sibling core	2	100000	0x1A6	0x411	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE.ANY_DATA.LOCAL_CACHE_0	Offcore data reads satisfied by the LLC	2	100000	0x1A6	0x711	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE.ANY_DATA.LOCAL_CACHE_DRAM_0	Offcore data reads satisfied by the LLC or local DRAM	2	100000	0x1A6	0x2711	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE.ANY_DATA.LOCAL_DRAM_0	Offcore data reads satisfied by the local DRAM	2	100000	0x1A6	0x2011	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE.ANY_DATA.REMOTE_CACHE_0	Offcore data reads satisfied by a remote cache	2	100000	0x1A6	0x1811	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE.ANY_DATA.REMOTE_CACHE_DRAM_0	Offcore data reads satisfied by a remote cache or remote DRAM	2	100000	0x1A6	0x5811	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE.ANY_DATA.REMOTE_CACHE_HIT_0	Offcore data reads that HIT in a remote cache	2	100000	0x1A6	0x1011	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE.ANY_DATA.REMOTE_CACHE_HITM_0	Offcore data reads that HITM in a remote cache	2	100000	0x1A6	0x811	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE.ANY_DATA.REMOTE_DRAM_0	Offcore data reads satisfied by a remote DRAM	2	100000	0x1A6	0x4011	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE.ANY_IFETCH.ANY_CACHE_DRAM_0	Offcore code reads satisfied by any cache or DRAM	2	100000	0x1A6	0x7F44	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE.ANY_IFETCH.ANY_DRAM_0	Offcore code reads satisfied by any DRAM	2	100000	0x1A6	0x6044	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE.ANY_IFETCH.ANY_LLC_MISS_0	Offcore code reads that missed the LLC	2	100000	0x1A6	0xF844	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE.ANY_IFETCH.ANY_LOCATION_0	All offcore code reads	2	100000	0x1A6	0xFF44	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE.ANY_IFETCH.IO_CSR_MMIO_0	Offcore code reads satisfied by the IO, CSR, MMIO unit	2	100000	0x1A6	0x8044	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE.ANY_IFETCH.LLC_HIT_NO_OTHER_CORE_0	Offcore code reads satisfied by the LLC and not found in a sibling core	2	100000	0x1A6	0x144	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE.ANY_IFETCH.LLC_HIT_OTHER_CORE_HIT_0	Offcore code reads satisfied by the LLC and HIT in a sibling core	2	100000	0x1A6	0x244	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE.ANY_IFETCH.LLC_HIT_OTHER_CORE_HITM_0	Offcore code reads satisfied by the LLC  and HITM in a sibling core	2	100000	0x1A6	0x444	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE.ANY_IFETCH.LOCAL_CACHE_0	Offcore code reads satisfied by the LLC	2	100000	0x1A6	0x744	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE.ANY_IFETCH.LOCAL_CACHE_DRAM_0	Offcore code reads satisfied by the LLC or local DRAM	2	100000	0x1A6	0x2744	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE.ANY_IFETCH.LOCAL_DRAM_0	Offcore code reads satisfied by the local DRAM	2	100000	0x1A6	0x2044	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE.ANY_IFETCH.REMOTE_CACHE_0	Offcore code reads satisfied by a remote cache	2	100000	0x1A6	0x1844	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE.ANY_IFETCH.REMOTE_CACHE_DRAM_0	Offcore code reads satisfied by a remote cache or remote DRAM	2	100000	0x1A6	0x5844	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE.ANY_IFETCH.REMOTE_CACHE_HIT_0	Offcore code reads that HIT in a remote cache	2	100000	0x1A6	0x1044	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE.ANY_IFETCH.REMOTE_CACHE_HITM_0	Offcore code reads that HITM in a remote cache	2	100000	0x1A6	0x844	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE.ANY_IFETCH.REMOTE_DRAM_0	Offcore code reads satisfied by a remote DRAM	2	100000	0x1A6	0x4044	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE.ANY_REQUEST.ANY_CACHE_DRAM_0	Offcore requests satisfied by any cache or DRAM	2	100000	0x1A6	0x7FFF	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE.ANY_REQUEST.ANY_DRAM_0	Offcore requests satisfied by any DRAM	2	100000	0x1A6	0x60FF	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE.ANY_REQUEST.ANY_LLC_MISS_0	Offcore requests that missed the LLC	2	100000	0x1A6	0xF8FF	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE.ANY_REQUEST.ANY_LOCATION_0	All offcore requests	2	100000	0x1A6	0xFFFF	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE.ANY_REQUEST.IO_CSR_MMIO_0	Offcore requests satisfied by the IO, CSR, MMIO unit	2	100000	0x1A6	0x80FF	0	0	0	0	0
